"Year","Month","ONI","SOI","DMI","MEI","NAO","PDO","AMO"
1949,1,NA,-1.7,0.093,NA,NA,-2.01,0.151
1949,2,NA,-0.3,0.257,NA,NA,-3.6,0.158
1949,3,NA,-1,-0.021,NA,NA,-1,0.037
1949,4,NA,-1,0.241,NA,NA,-0.53,0.097
1949,5,NA,-1.1,-0.011,NA,NA,-1.07,-0.026
1949,6,NA,-0.9,0.104,NA,NA,-0.7,-0.001
1949,7,NA,-0.6,0.088,NA,NA,-0.56,0.07
1949,8,NA,-0.6,0.123,NA,NA,-1.3,0.1
1949,9,NA,-0.1,0.016,NA,NA,-0.93,0.068
1949,10,NA,0,0.035,NA,NA,-1.41,0.102
1949,11,NA,0.2,-0.272,NA,NA,-0.83,0.106
1949,12,NA,0.2,-0.261,NA,NA,-0.8,0.116
1950,1,-1.53,0.9,0.022,NA,0.56,-2.13,0.109
1950,2,-1.34,1.4,-0.474,NA,0.01,-2.91,-0.035
1950,3,-1.16,0.8,-0.592,NA,-0.78,-1.13,-0.107
1950,4,-1.18,-0.2,-0.399,NA,0.65,-1.2,-0.132
1950,5,-1.07,-0.4,-0.229,NA,-0.5,-2.23,-0.06
1950,6,-0.85,-0.1,-0.38,NA,0.25,-1.77,-0.044
1950,7,-0.54,-0.1,-0.251,NA,-1.23,-2.93,-0.057
1950,8,-0.42,-0.2,-0.107,NA,-0.19,-0.7,0.018
1950,9,-0.39,0.1,-0.525,NA,0.39,-2.14,0.008
1950,10,-0.44,-0.3,-0.431,NA,1.43,-1.36,-0.092
1950,11,-0.6,0.3,-0.104,NA,-1.46,-2.46,0.078
1950,12,-0.8,-0.5,0.043,NA,-1.03,-0.76,0.086
1951,1,-0.82,0.1,0.321,NA,-0.42,-1.54,0.101
1951,2,-0.54,0.3,0.291,NA,0.35,-1.06,-0.004
1951,3,-0.17,-1.2,0.359,NA,-1.47,-1.9,0.01
1951,4,0.18,-1,-0.438,NA,-0.38,-0.36,0.167
1951,5,0.36,-1.3,-0.059,NA,-0.5,-0.25,0.171
1951,6,0.58,-1.5,-0.076,NA,-1.35,-1.09,0.287
1951,7,0.7,-1.7,-0.123,NA,1.39,0.7,0.42
1951,8,0.89,-1.1,0.236,NA,-0.41,-1.37,0.302
1951,9,0.99,-1.1,0.101,NA,-1.18,-0.08,0.247
1951,10,1.15,-1.6,-0.008,NA,2.54,-0.32,0.257
1951,11,1.04,-1.8,0.246,NA,-0.54,-0.28,0.173
1951,12,0.81,-1.3,-0.003,NA,1.13,-1.68,0.173
1952,1,0.53,-1.4,-0.004,NA,0.57,-2.01,0.17
1952,2,0.37,-0.7,0.16,NA,-1.38,-0.46,0.181
1952,3,0.34,-0.5,0.226,NA,-1.97,-0.63,0.228
1952,4,0.29,-1.1,0.149,NA,0.95,-1.05,0.189
1952,5,0.2,-1,-0.069,NA,-0.99,-1,0.179
1952,6,0,-0.6,0.134,NA,-0.1,-1.43,0.381
1952,7,-0.08,-0.3,-0.333,NA,-0.06,-1.25,0.37
1952,8,0,-0.2,-0.351,NA,-0.49,-0.6,0.401
1952,9,0.15,-0.7,-0.501,NA,-0.38,-0.89,0.36
1952,10,0.1,-0.9,-0.386,NA,-0.28,-0.35,0.352
1952,11,0.04,-0.7,-0.047,NA,-1.32,-0.76,0.248
1952,12,0.15,-1,0.039,NA,-0.49,0.04,0.338
1953,1,0.4,-0.2,0.37,NA,-0.12,-0.57,0.263
1953,2,0.6,-1.4,0.365,NA,-1,-0.07,0.183
1953,3,0.63,-1,0.288,NA,-0.45,-1.12,0.139
1953,4,0.66,-0.7,0.021,NA,-1.96,0.05,0.311
1953,5,0.75,-1.7,0.396,NA,-0.56,0.43,0.34
1953,6,0.77,-1,0,NA,1.41,0.29,0.273
1953,7,0.75,-1,-0.081,NA,0.43,0.74,0.341
1953,8,0.73,-0.8,-0.119,NA,-1.04,0.05,0.256
1953,9,0.78,-1.1,-0.134,NA,-0.19,-0.63,0.278
1953,10,0.84,-0.8,-0.153,NA,1.95,-1.09,0.146
1953,11,0.84,-1.3,-0.013,NA,0.96,-0.03,0.242
1953,12,0.81,-1.1,-0.049,NA,-0.52,0.07,0.256
1954,1,0.76,0.2,-0.273,NA,-0.08,-1.32,0.225
1954,2,0.47,0.2,-0.191,NA,0.4,-1.61,0.093
1954,3,-0.05,-0.2,-0.062,NA,-1.27,-0.52,0.098
1954,4,-0.41,0.2,0.066,NA,1.31,-1.33,-0.016
1954,5,-0.54,0,-0.471,NA,-0.03,0.01,0.067
1954,6,-0.5,0.1,-0.391,NA,0.06,0.97,0.097
1954,7,-0.64,0.2,-0.758,NA,-0.57,0.43,-0.047
1954,8,-0.84,0.8,-0.519,NA,-2.57,0.08,-0.017
1954,9,-0.9,0.4,-0.612,NA,-0.28,-0.94,-0.013
1954,10,-0.77,0.1,-0.676,NA,1.16,0.52,-0.035
1954,11,-0.73,0.3,-0.327,NA,0.29,0.72,-0.029
1954,12,-0.66,0.6,0.017,NA,0.55,-0.5,-0.054
1955,1,-0.68,-0.2,0.016,NA,-2.65,0.2,0.073
1955,2,-0.62,0.6,-0.073,NA,-1.71,-1.52,0.038
1955,3,-0.69,-0.5,0.119,NA,-0.96,-1.26,0.039
1955,4,-0.8,0,0.031,NA,-0.6,-1.97,0.093
1955,5,-0.79,0.6,-0.616,NA,-0.26,-1.21,0.174
1955,6,-0.72,0.5,-0.273,NA,-0.8,-2.44,0.191
1955,7,-0.68,0.3,-0.342,NA,1.78,-2.35,0.266
1955,8,-0.75,0.7,-0.317,NA,1.25,-2.25,0.172
1955,9,-1.09,1,-0.632,NA,0.46,-1.95,0.2
1955,10,-1.42,1.1,-0.571,NA,-1.09,-2.8,0.277
1955,11,-1.67,1.1,-0.146,NA,-1.49,-3.08,0.384
1955,12,-1.47,0.9,-0.231,NA,0.07,-2.75,0.254
1956,1,-1.11,0.8,-0.036,NA,-0.76,-2.48,0.184
1956,2,-0.76,0.4,0.059,NA,-1.71,-2.74,0.092
1956,3,-0.63,-0.3,0.099,NA,-0.46,-2.56,0.011
1956,4,-0.54,0.4,-0.224,NA,-1.3,-2.17,0.061
1956,5,-0.52,0.1,-0.491,NA,2.1,-1.41,-0.061
1956,6,-0.51,0.1,-0.712,NA,0.41,-1.7,-0.267
1956,7,-0.57,0.7,-0.986,NA,-0.72,-1.03,-0.093
1956,8,-0.55,0.9,-0.66,NA,-1.89,-1.16,-0.101
1956,9,-0.46,0.7,-0.697,NA,0.38,-0.71,-0.092
1956,10,-0.42,0.2,-0.512,NA,1.47,-2.3,-0.046
1956,11,-0.43,0.1,-0.393,NA,0.4,-2.11,-0.09
1956,12,-0.43,0.1,-0.081,NA,0,-1.28,0.016
1957,1,-0.25,0.3,-0.371,NA,0.71,-1.82,-0.084
1957,2,0.06,-1.1,-0.484,NA,-0.32,-0.68,-0.109
1957,3,0.41,-0.5,-0.097,NA,-1.73,0.03,-0.022
1957,4,0.72,-1.1,-0.225,NA,0.39,-0.58,-0.077
1957,5,0.92,-0.8,-0.247,NA,-0.68,0.57,-0.124
1957,6,1.11,-1,-0.351,NA,-0.42,1.76,-0.015
1957,7,1.25,-0.5,-0.392,NA,-1.16,0.72,0.037
1957,8,1.32,-0.9,-0.154,NA,-0.83,0.51,0.199
